,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,company,chi,p,sub_ids,cik_x,form,period,fy,filed,nine_digit_cik,ticker,cik_y,ticker_1,bucket
3692,3692,3692,5739,5739,5739,774,MEDIROM HEALTHCARE TECHNOLOGIES INC.,13.805593628399198,0.08697540091800568,0001558370-21-007318,1819704,20-F,20201231.0,2020.0,20210517,1819704,,,,3
3693,3693,3693,4556,4556,4556,1084,MEDIWOUND LTD.,25.473347203852875,0.001291833373766539,0001178913-21-000779,1593984,20-F,20201231.0,2020.0,20210225,1593984,,,,3
3694,3694,3694,5905,5905,5905,926,"MEDIXALL GROUP, INC.",17.34051226551227,0.026752331874063142,0001553350-21-000523,1601280,10-K,20201231.0,2020.0,20210617,1601280,MDXL US Equity,1601280.0,MDXL,3
3695,3695,3695,3299,3299,3299,4446,MEDLEY LLC,16.257166592272977,0.03884373304983619,0001437749-21-007882,1536577,10-K,20201231.0,2020.0,20210331,1536577,,,,3
3696,3696,3696,1815,1815,1815,4445,MEDLEY MANAGEMENT INC.,9.793905368824722,0.2797901249900959,0001437749-21-007881,1611110,10-K,20201231.0,2020.0,20210331,1611110,,,,3
3697,3697,3697,3182,3182,3182,719,"MEDNAX, INC.",15.64385441714708,0.047770750585216674,0001193125-21-047064,893949,10-K,20201231.0,2020.0,20210218,893949,MD US Equity,893949.0,MD,3
3698,3698,3698,2509,2509,2509,516,"MEDPACE HOLDINGS, INC.",12.774465632913788,0.11984873802434053,0001564590-21-006072,1668397,10-K,20201231.0,2020.0,20210216,1668397,MEDP US Equity,1668397.0,MEDP,3
3699,3699,3699,19,19,19,194,"MEI PHARMA, INC.",5.944963310920758,0.653396887878094,0001193125-20-242169,1262104,10-K,20200630.0,2020.0,20200909,1262104,MEIP US Equity,1262104.0,MEIP,3
3700,3700,3700,2196,2196,2196,3078,MEIRAGTX HOLDINGS PLC,11.387324137638785,0.1807036065528201,0001558370-21-002773,1735438,10-K,20201231.0,2020.0,20210311,1735438,MGTX US Equity,1735438.0,MGTX,3
3701,3701,3701,4522,4522,4522,4032,MELCO RESORTS & ENTERTAINMENT LTD,25.076975705264605,0.001508544565984791,0001193125-21-101281,1381640,20-F,20201231.0,2020.0,20210331,1381640,MLCO US Equity,1381640.0,MLCO,3
3702,3702,3702,5672,5672,5672,220,"MENTOR CAPITAL, INC.",12.686157314830954,0.12311388477084208,0001078782-21-000356,1599117,10-K,20201231.0,2020.0,20210415,1599117,,,,3
3703,3703,3703,5433,5433,5433,759,MER TELEMANAGEMENT SOLUTIONS LTD,7.659822435628888,0.4673847771258641,0001178913-21-001767,1025561,20-F,20201231.0,2020.0,20210517,1025561,SBET US Equity,1025561.0,SBET,3
3704,3704,3704,4938,4938,4938,1781,MERCADOLIBRE INC,31.16603424310017,0.00013125673125233278,0001562762-21-000079,1099590,10-K,20201231.0,2020.0,20210301,1099590,MELI US Equity,1099590.0,MELI,3
3705,3705,3705,1924,1924,1924,2302,MERCANTILE BANK CORP,10.280426061218824,0.2458927480224461,0001437749-21-005133,1042729,10-K,20201231.0,2020.0,20210305,1042729,MBWM US Equity,1042729.0,MBWM,3
3706,3706,3706,4897,4897,4897,524,MERCER INTERNATIONAL INC.,30.261996652861036,0.000189979331561299,0001564590-21-006106,1333274,10-K,20201231.0,2020.0,20210216,1333274,MERC US Equity,1333274.0,MERC,3
3707,3707,3707,3964,3964,3964,2293,MERCHANTS BANCORP,20.20733078123637,0.009579474346423773,0001558370-21-002456,1629019,10-K,20201231.0,2020.0,20210305,1629019,MBIN US Equity,1629019.0,MBIN,3
3708,3708,3708,2722,2722,2722,1242,"MERCK & CO., INC.",13.590335745535526,0.09308810695429356,0000310158-21-000004,310158,10-K,20201231.0,2020.0,20210225,310158,MRK US Equity,310158.0,MRK,3
3709,3709,3709,5802,5802,5802,526,MERCURITY FINTECH HOLDING INC.,15.146402770887894,0.05636049005837907,0001104659-21-056558,1527762,20-F,20201231.0,2020.0,20210428,1527762,,,,3
3710,3710,3710,1756,1756,1756,408,MERCURY GENERAL CORP,9.547719854016426,0.2982145611886572,0000064996-21-000004,64996,10-K,20201231.0,2020.0,20210216,64996,MCY US Equity,64996.0,MCY,3
3711,3711,3711,96,96,96,97,MERCURY SYSTEMS INC,10.907976319645117,0.2069681097252232,0001049521-20-000034,1049521,10-K,20200630.0,2020.0,20200818,1049521,MRCY US Equity,1049521.0,MRCY,3
3712,3712,3712,182,182,182,143,MEREDITH CORP,16.000024001997108,0.04237976845065662,0000065011-20-000104,65011,10-K,20200630.0,2020.0,20200827,65011,MDP US Equity,65011.0,MDP,3
3713,3713,3713,3813,3813,3813,4372,MEREO BIOPHARMA GROUP PLC,19.121519969850333,0.01422309434242374,0001193125-21-102416,1719714,20-F,20201231.0,2020.0,20210331,1719714,,,,3
3714,3714,3714,4427,4427,4427,4403,MERIDA MERGER CORP. I,23.91479631479632,0.002368393356644544,0001213900-21-019193,1785592,10-K,20201231.0,2020.0,20210331,1785592,,,,3
3715,3715,3715,5228,5228,5228,2097,"MERIDIAN BANCORP, INC.",50.75888014665824,2.920183036291211e-08,0001564590-21-009868,1600125,10-K,20201231.0,2020.0,20210301,1600125,EBSB US Equity,1600125.0,EBSB,3
3716,3716,3716,411,411,411,206,MERIDIAN BIOSCIENCE INC,9.13676942686096,0.3308900384590973,0001193125-20-300813,794172,10-K,20200930.0,2020.0,20201123,794172,VIVO US Equity,794172.0,VIVO,3
3717,3717,3717,3375,3375,3375,3811,MERIDIAN CORP,16.598350701407508,0.03457401917931955,0001558370-21-003625,1750735,10-K,20201231.0,2020.0,20210329,1750735,MRBK US Equity,1750735.0,MRBK,3
3718,3718,3718,1541,1541,1541,3873,"MERION, INC.",8.60443351451416,0.3767554900472501,0001477932-21-001788,1517498,10-K,20201231.0,2020.0,20210330,1517498,,,,3
3719,3719,3719,1523,1523,1523,1985,MERIT MEDICAL SYSTEMS INC,8.51458863123146,0.3848817752548427,0000856982-21-000003,856982,10-K,20201231.0,2020.0,20210301,856982,MMSI US Equity,856982.0,MMSI,3
3720,3720,3720,2937,2937,2937,225,MERITAGE HOMES CORP,14.561494280507713,0.06825410652668376,0000833079-21-000019,833079,10-K,20201231.0,2020.0,20210212,833079,MTH US Equity,833079.0,MTH,3
3721,3721,3721,372,372,372,117,"MERITOR, INC.",6.731107522480652,0.5659024841902389,0001113256-20-000123,1113256,10-K,20200930.0,2020.0,20201112,1113256,MTOR US Equity,1113256.0,MTOR,3
3722,3722,3722,4142,4142,4142,2670,MERRIMACK PHARMACEUTICALS INC,21.51400821400821,0.005900365002983433,0001564590-21-012087,1274792,10-K,20201231.0,2020.0,20210310,1274792,,,,3
3723,3723,3723,4670,4670,4670,1938,"MERSANA THERAPEUTICS, INC.",26.87756185421064,0.0007422346865698562,0001628280-21-003370,1442836,10-K,20201231.0,2020.0,20210226,1442836,MRSN US Equity,1442836.0,MRSN,3
3724,3724,3724,4264,4264,4264,3339,MERUS N.V.,22.482676043201863,0.0040959721114653775,0001564590-21-013584,1651311,10-K,20201231.0,2020.0,20210316,1651311,MRUS US Equity,1651311.0,MRUS,3
3725,3725,3725,571,571,571,309,MESA AIR GROUP INC,17.62692461935665,0.02420417466530972,0001564590-20-057000,810332,10-K,20200930.0,2020.0,20201214,810332,MESA US Equity,810332.0,MESA,3
3726,3726,3726,5504,5504,5504,861,MESA LABORATORIES INC _CO_,9.250725893232943,0.3215886605531643,0001437749-21-013801,724004,10-K,20210331.0,2020.0,20210601,724004,MLAB US Equity,724004.0,MLAB,3
3727,3727,3727,5743,5743,5743,509,MESABI TRUST,13.923765613471494,0.08377420488139338,0001558370-21-004921,65172,10-K,20210131.0,2020.0,20210427,65172,MSB US Equity,65172.0,MSB,3
3728,3728,3728,5735,5735,5735,161,"MESO NUMISMATICS, INC.",13.74269145886793,0.08872353858543558,0001213900-21-021343,1760026,10-K,20201231.0,2020.0,20210413,1760026,,,,3
3729,3729,3729,275,275,275,184,MESOBLAST LTD,26.91695665723751,0.0007307099694986602,0001564590-20-042401,1345099,20-F,20200630.0,2020.0,20200903,1345099,,,,3
3730,3730,3730,543,543,543,245,META FINANCIAL GROUP INC,16.057846875980168,0.04155958955811115,0000907471-20-000190,907471,10-K,20200930.0,2020.0,20201130,907471,CASH US Equity,907471.0,CASH,3
3731,3731,3731,2603,2603,2603,3397,"METACRINE, INC.",13.160731425437307,0.10643770938310723,0001564590-21-014178,1634379,10-K,20201231.0,2020.0,20210318,1634379,,,,3
3732,3732,3732,6289,6289,6289,558,METALINK LTD,63.131673881673876,1.1285441184330332e-10,0001096906-21-000903,1098462,20-F,20201231.0,2020.0,20210429,1098462,,,,3
3733,3733,3733,1614,1614,1614,4429,METAURUS EQUITY COMPONENT TRUST,8.972888448498203,0.3445882222512793,0001213900-21-019346,1688487,10-K,20201231.0,2020.0,20210331,1688487,,,,3
3734,3734,3734,6043,6043,6043,641,METEN EDTECHX EDUCATION GROUP LTD.,21.166100192620235,0.006719045306640894,0001213900-21-023876,1796514,20-F,20201231.0,2020.0,20210430,1796514,,,,3
3735,3735,3735,1916,1916,1916,512,METLIFE INC,10.234587678792671,0.2489455226089045,0001099219-21-000050,1099219,10-K,20201231.0,2020.0,20210219,1099219,MET US Equity,1099219.0,MET,3
3736,3736,3736,1256,1256,1256,3774,METLIFE POLICYHOLDER TRUST,7.230009059041317,0.5120321195610531,0000937834-21-000011,1110795,10-K,20201231.0,2020.0,20210329,1110795,,,,3
3737,3737,3737,4963,4963,4963,3222,"METROCITY BANKSHARES, INC.",32.029869397216004,9.200120307882062e-05,0001747068-21-000019,1747068,10-K,20201231.0,2020.0,20210315,1747068,MCBS US Equity,1747068.0,MCBS,3
3738,3738,3738,5036,5036,5036,4411,"METROMILE, INC.",33.992867760259074,4.0747655073100976e-05,0001213900-21-019209,1819035,10-K,20201231.0,2020.0,20210331,1819035,MILE US Equity,1819035.0,MILE,3
3739,3739,3739,5209,5209,5209,2380,METROPOLITAN BANK HOLDING CORP.,46.50280330579639,1.9071027800219137e-07,0001558370-21-002554,1476034,10-K,20201231.0,2020.0,20210308,1476034,MCB US Equity,1476034.0,MCB,3
3740,3740,3740,4448,4448,4448,2419,METROPOLITAN LIFE INSURANCE CO,24.134214461706012,0.0021759833410723217,0000937834-21-000005,937834,10-K,20201231.0,2020.0,20210309,937834,,,,3
3741,3741,3741,829,829,829,127,METTLER TOLEDO INTERNATIONAL INC_,4.040863766845203,0.8534178836684208,0001037646-21-000008,1037646,10-K,20201231.0,2020.0,20210208,1037646,MTD US Equity,1037646.0,MTD,3
3742,3742,3742,1015,1015,1015,4122,"MEWBOURNE ENERGY PARTNERS 09-A, L.P.",5.78452380952381,0.6713538845750628,0001387131-21-004063,1462103,10-K,20201231.0,2020.0,20210331,1462103,,,,3
3743,3743,3743,1385,1385,1385,4123,"MEWBOURNE ENERGY PARTNERS 10-A, L.P.",7.814968364968365,0.4517503085359009,0001387131-21-004065,1491262,10-K,20201231.0,2020.0,20210331,1491262,,,,3
3744,3744,3744,5580,5580,5580,963,MEXCO ENERGY CORP,10.72605818140766,0.2177093941916073,0001493152-21-015272,66418,10-K,20210331.0,2020.0,20210625,66418,,,,3
3745,3745,3745,5415,5415,5415,202,MEXICAN ECONOMIC DEVELOPMENT INC,7.142960729898268,0.5212898889844066,0001558370-21-004287,1061736,20-F,20201231.0,2020.0,20210414,1061736,,,,3
3746,3746,3746,5486,5486,5486,761,MEXICAN PETROLEUM,8.859967843991639,0.35424638227505106,0001193125-21-162651,932782,20-F,20201231.0,2020.0,20210517,932782,,,,3
3747,3747,3747,5024,5024,5024,953,"MFA FINANCIAL, INC.",33.62035393397482,4.759121103742845e-05,0001055160-21-000004,1055160,10-K,20201231.0,2020.0,20210223,1055160,MFA US Equity,1055160.0,MFA,3
3748,3748,3748,4305,4305,4305,876,MGE ENERGY INC,22.78304656757955,0.0036542471664105774,0001161728-21-000013,1161728,10-K,20201231.0,2020.0,20210224,1161728,MGEE US Equity,1161728.0,MGEE,3
3749,3749,3749,4025,4025,4025,949,MGIC INVESTMENT CORP,20.603130953113887,0.008279836350008105,0000876437-21-000012,876437,10-K,20201231.0,2020.0,20210223,876437,MTG US Equity,876437.0,MTG,3
3750,3750,3750,4323,4323,4323,800,MGM GROWTH PROPERTIES LLC,22.966894206833683,0.003407011317782039,0001656936-21-000011,1656936,10-K,20201231.0,2020.0,20210223,1656936,MGP US Equity,1656936.0,MGP,3
3751,3751,3751,1172,1172,1172,1494,MGM RESORTS INTERNATIONAL,6.841619899469078,0.5538132922818042,0001564590-21-009205,789570,10-K,20201231.0,2020.0,20210226,789570,MGM US Equity,789570.0,MGM,3
3752,3752,3752,4765,4765,4765,1228,MGP INGREDIENTS INC,28.251966479625807,0.0004286355726343712,0001628280-21-003174,835011,10-K,20201231.0,2020.0,20210225,835011,MGPI US Equity,835011.0,MGPI,3
3753,3753,3753,5804,5804,5804,305,"MGT CAPITAL INVESTMENTS, INC.",15.193821903143938,0.05548449045926115,0001493152-21-008913,1001601,10-K,20201231.0,2020.0,20210415,1001601,,,,3
3754,3754,3754,2919,2919,2919,2622,"MICHAELS COMPANIES, INC.",14.513434050376267,0.06932615237970656,0001558370-21-002630,1593936,10-K,20210131.0,2020.0,20210309,1593936,,,,3
3755,3755,3755,3229,3229,3229,1110,MICRO FOCUS INTERNATIONAL PLC,15.906881952494947,0.043732475569353314,0001140361-21-005963,1359711,20-F,20201031.0,2020.0,20210224,1359711,,,,3
3756,3756,3756,1171,1171,1171,4466,MICROBOT MEDICAL INC.,6.83960788117192,0.5540326866572303,0001493152-21-007453,883975,10-K,20201231.0,2020.0,20210331,883975,,,,3
3757,3757,3757,5671,5671,5671,778,MICROCHIP TECHNOLOGY INC,12.670557707556965,0.12369862272520858,0000827054-21-000106,827054,10-K,20210331.0,2020.0,20210518,827054,MCHP US Equity,827054.0,MCHP,3
3758,3758,3758,2529,2529,2529,620,MICROMEM TECHNOLOGIES INC,12.844922936099405,0.11729788162253872,0001062993-21-001832,1085921,20-F,20201031.0,2020.0,20210222,1085921,,,,3
3759,3759,3759,480,480,480,42,MICRON TECHNOLOGY INC,12.247535770563294,0.14049646104312874,0000723125-20-000082,723125,10-K,20200831.0,2020.0,20201019,723125,MU US Equity,723125.0,MU,3
3760,3760,3760,3653,3653,3653,311,MICROPAC INDUSTRIES INC,18.20429080782449,0.019745966304829627,0001010549-21-000006,65759,10-K,20201130.0,2020.0,20210211,65759,,,,3
3761,3761,3761,287,287,287,41,MICROSOFT CORP,28.640798130407553,0.00036655814644688723,0001564590-20-034944,789019,10-K,20200630.0,2020.0,20200731,789019,MSFT US Equity,789019.0,MSFT,3
3762,3762,3762,3765,3765,3765,384,MICROSTRATEGY INC,18.79636267878448,0.01598746641987112,0001564590-21-005783,1050446,10-K,20201231.0,2020.0,20210212,1050446,MSTR US Equity,1050446.0,MSTR,3
3763,3763,3763,4542,4542,4542,2831,"MICROVISION, INC.",25.259861739567622,0.0014044784576294645,0001136261-21-000040,65770,10-K,20201231.0,2020.0,20210315,65770,MVIS US Equity,65770.0,MVIS,3
3764,3764,3764,1119,1119,1119,4382,"MICT, INC.",6.466748776835067,0.5950981968364906,0001213900-21-018976,854800,10-K,20201231.0,2020.0,20210331,854800,MICT US Equity,854800.0,MICT,3
3765,3765,3765,2663,2663,2663,741,MID AMERICA APARTMENT COMMUNITIES INC.,13.372946693978625,0.0996457120113433,0001564590-21-006666,912595,10-K,20201231.0,2020.0,20210218,912595,MAA US Equity,912595.0,MAA,3
3766,3766,3766,3313,3313,3313,3203,MID PENN BANCORP INC,16.309999559467755,0.038151976915996685,0001564590-21-013134,879635,10-K,20201231.0,2020.0,20210315,879635,MPB US Equity,879635.0,MPB,3
3767,3767,3767,4755,4755,4755,4095,"MID-SOUTHERN BANCORP, INC.",28.13840588932919,0.00044863463761522245,0001734875-21-000014,1734875,10-K,20201231.0,2020.0,20210326,1734875,,,,3
3768,3768,3768,5661,5661,5661,645,MIDATECH PHARMA PLC,12.512330195639498,0.12976685960812678,0001214659-21-004730,1643918,20-F,20201231.0,2020.0,20210430,1643918,,,,3
3769,3769,3769,1967,1967,1967,2528,MIDDLEBY CORP,10.45597548815917,0.2344686645383905,0000769520-21-000003,769520,10-K,20201231.0,2020.0,20210303,769520,MIDD US Equity,769520.0,MIDD,3
3770,3770,3770,4891,4891,4891,2960,MIDDLEFIELD BANC CORP,30.211315478583302,0.00019394555876392413,0001437749-21-005904,836147,10-K,20201231.0,2020.0,20210312,836147,MBCN US Equity,836147.0,MBCN,3
3771,3771,3771,4923,4923,4923,1082,MIDDLESEX WATER CO,30.795090854351468,0.0001528022757546109,0001174947-21-000198,66004,10-K,20201231.0,2020.0,20210225,66004,MSEX US Equity,66004.0,MSEX,3
3772,3772,3772,3953,3953,3953,1433,"MIDLAND STATES BANCORP, INC.",20.08968618558702,0.01000201203479785,0001466026-21-000003,1466026,10-K,20201231.0,2020.0,20210226,1466026,MSBI US Equity,1466026.0,MSBI,3
3773,3773,3773,6149,6149,6149,59,MIDWEST ENERGY EMISSIONS CORP.,25.68032967056305,0.0011910536901437606,0001477932-21-002039,728385,10-K,20201231.0,2020.0,20210405,728385,,,,3
3774,3774,3774,3758,3758,3758,2882,MIDWEST HOLDING INC.,18.76899556873371,0.0161450913212763,0001558370-21-003013,355379,10-K,20201231.0,2020.0,20210315,355379,,,,3
3775,3775,3775,958,958,958,2716,"MIDWESTONE FINANCIAL GROUP, INC.",5.383984438775864,0.7158568395173477,0001412665-21-000029,1412665,10-K,20201231.0,2020.0,20210311,1412665,MOFG US Equity,1412665.0,MOFG,3
3776,3776,3776,5240,5240,5240,1132,MIKROCOZE INC.,52.88333333333333,1.136001376401929e-08,0001477932-21-001064,1697587,10-K,20201130.0,2020.0,20210225,1697587,INSD US Equity,1697587.0,INSD,3
3777,3777,3777,2745,2745,2745,4016,MILESTONE PHARMACEUTICALS INC.,13.711650023319851,0.08959771185453944,0001558370-21-003631,1408443,10-K,20201231.0,2020.0,20210329,1408443,MIST US Equity,1408443.0,MIST,3
3778,3778,3778,1928,1928,1928,4444,MILESTONE SCIENTIFIC INC.,10.295784958113336,0.24487635573988856,0001437749-21-007838,855683,10-K,20201231.0,2020.0,20210331,855683,MLSS US Equity,855683.0,MLSS,3
3779,3779,3779,1182,1182,1182,3947,MILLBURN MULTI-MARKETS FUND L.P.,6.895631707473812,0.5479340580214868,0001829126-21-001916,1468910,10-K,20201231.0,2020.0,20210330,1468910,,,,3
3780,3780,3780,1933,1933,1933,4017,"MILLENDO THERAPEUTICS, INC.",10.305312906583401,0.2442474674334804,0001544227-21-000018,1544227,10-K,20201231.0,2020.0,20210329,1544227,,,,3
3781,3781,3781,4259,4259,4259,2521,MILLER INDUSTRIES INC _TN_,22.45008420583868,0.004146896629647255,0000924822-21-000009,924822,10-K,20201231.0,2020.0,20210303,924822,MLR US Equity,924822.0,MLR,3
3782,3782,3782,1407,1407,1407,2675,MILLICOM INTERNATIONAL CELLULAR SA,7.929811190881102,0.4403563009100755,0001628280-21-004466,912958,20-F,20201231.0,2020.0,20210310,912958,TIGO US Equity,912958.0,TIGO,3
3783,3783,3783,3878,3878,3878,4365,MILLS MUSIC TRUST,19.523593073593076,0.012296848122028695,0001193125-21-102032,66496,10-K,20201231.0,2020.0,20210331,66496,,,,3
3784,3784,3784,6228,6228,6228,841,MIMECAST LTD,32.31054846735442,8.193513132549888e-05,0001564590-21-030433,1644675,10-K,20210331.0,2020.0,20210527,1644675,MIME US Equity,1644675.0,MIME,3
3785,3785,3785,4319,4319,4319,2583,"MIMEDX GROUP, INC.",22.930578338939604,0.0034545284118365697,0001376339-21-000011,1376339,10-K,20201231.0,2020.0,20210308,1376339,MDXG US Equity,1376339.0,MDXG,3
3786,3786,3786,6034,6034,6034,895,MINARO CORP,20.83968253968254,0.007585712894797684,0001710495-21-000005,1710495,10-K,20210131.0,2020.0,20210608,1710495,,,,3
3787,3787,3787,3370,3370,3370,3147,MIND CTI LTD,16.568730531798074,0.03492661684893212,0001213900-21-016243,1119083,20-F,20201231.0,2020.0,20210318,1119083,,,,3
3788,3788,3788,5481,5481,5481,359,"MIND TECHNOLOGY, INC",8.750073125050418,0.3638162929656978,0000926423-21-000011,926423,10-K,20210131.0,2020.0,20210416,926423,,,,3
3789,3789,3789,3527,3527,3527,500,MINERALS TECHNOLOGIES INC,17.42477147088254,0.02597766809869666,0000891014-21-000011,891014,10-K,20201231.0,2020.0,20210219,891014,MTX US Equity,891014.0,MTX,3
3790,3790,3790,3884,3884,3884,2383,"MINERVA NEUROSCIENCES, INC.",19.557531357531353,0.012146169036034635,0001564590-21-011340,1598646,10-K,20201231.0,2020.0,20210308,1598646,,,,3
3791,3791,3791,6150,6150,6150,973,MINGZHU LOGISTICS HOLDINGS LTD,25.700530022334465,0.0011816391978842324,0001213900-21-034430,1782037,20-F,20201231.0,2020.0,20210628,1782037,,,,3
3792,3792,3792,3566,3566,3566,3596,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",17.662325168674318,0.023905569926332432,0000944130-21-000037,944130,10-K,20201231.0,2020.0,20210325,944130,,,,3
3793,3793,3793,521,521,521,181,MIRAGE ENERGY CORP,14.585182763672467,0.0677312486405946,0001640334-20-002886,1623360,10-K,20200731.0,2020.0,20201119,1623360,,,,3
3794,3794,3794,3639,3639,3639,1679,"MIRATI THERAPEUTICS, INC.",18.11759859308608,0.020361907350843644,0001628280-21-003315,1576263,10-K,20201231.0,2020.0,20210225,1576263,MRTX US Equity,1576263.0,MRTX,3
3795,3795,3795,3314,3314,3314,2458,"MIRUM PHARMACEUTICALS, INC.",16.319540120468915,0.03802828582438822,0001564590-21-011756,1759425,10-K,20201231.0,2020.0,20210309,1759425,MIRM US Equity,1759425.0,MIRM,3
3796,3796,3796,218,218,218,183,MISONIX INC,18.34083542319528,0.018811421543164432,0001493152-20-017221,880432,10-K,20200630.0,2020.0,20200903,880432,,,,3
3797,3797,3797,2062,2062,2062,3293,"MISTRAS GROUP, INC.",10.815225158485555,0.21239020108781376,0001436126-21-000013,1436126,10-K,20201231.0,2020.0,20210316,1436126,MG US Equity,1436126.0,MG,3
3798,3798,3798,528,528,528,267,MITEK SYSTEMS INC,14.955933890154116,0.0600079826092089,0000807863-20-000136,807863,10-K,20200930.0,2020.0,20201207,807863,MITK US Equity,807863.0,MITK,3
3799,3799,3799,4942,4942,4942,3628,"MITESCO, INC.",31.269725785050863,0.00012578862495713926,0001185185-21-000369,802257,10-K,20201231.0,2020.0,20210325,802257,,,,3
3800,3800,3800,5931,5931,5931,915,MIX TELEMATICS LTD,18.05918534117413,0.020787115864525047,0001628280-21-012152,1576914,10-K,20210331.0,2020.0,20210614,1576914,,,,3
3801,3801,3801,33,33,33,229,"MJ HARVEST, INC.",7.643170426065162,0.4690788536367908,0001721868-20-000407,1789330,10-K,20200531.0,2020.0,20200914,1789330,,,,3
3802,3802,3802,5516,5516,5516,287,"MJ HOLDINGS, INC.",9.547884305237245,0.2982019662164544,0001493152-21-008836,1456857,10-K,20201231.0,2020.0,20210415,1456857,,,,3
3803,3803,3803,4099,4099,4099,1061,MKS INSTRUMENTS INC,21.125001340123294,0.006822683820181886,0001564590-21-007630,1049502,10-K,20201231.0,2020.0,20210223,1049502,MKSI US Equity,1049502.0,MKSI,3
3804,3804,3804,4616,4616,4616,4504,"MMA CAPITAL HOLDINGS, INC.",26.210577262677642,0.0009665950420412684,0001558370-21-003847,1003201,10-K,20201231.0,2020.0,20210331,1003201,,,,3
3805,3805,3805,236,236,236,79,MMEX RESOURCES CORP,20.37297909062615,0.009013393247456078,0001477932-20-004850,1440799,10-K,20200430.0,2020.0,20200813,1440799,,,,3
3806,3806,3806,5613,5613,5613,468,"MMTEC, INC.",11.481713920583909,0.17586925081150376,0001213900-21-022734,1742518,20-F,20201231.0,2020.0,20210423,1742518,,,,3
3807,3807,3807,1455,1455,1455,3777,MOBILE TELESYSTEMS PJSC,8.170133528020088,0.4170300287106512,0001047469-21-000774,1115837,20-F,20201231.0,2020.0,20210329,1115837,,,,3
3808,3808,3808,1266,1266,1266,3515,"MOBILESMITH, INC.",7.289271134781972,0.5057683331303188,0001654954-21-003131,1113513,10-K,20201231.0,2020.0,20210323,1113513,MOST US Equity,1113513.0,MOST,3
3809,3809,3809,2228,2228,2228,4247,"MOBIQUITY TECHNOLOGIES, INC.",11.535220135439625,0.17317675299060248,0001683168-21-001154,1084267,10-K,20201231.0,2020.0,20210331,1084267,,,,3
3810,3810,3810,2482,2482,2482,3915,MOBIVITY HOLDINGS CORP.,12.641192585356595,0.1248058825473649,0001562762-21-000136,1447380,10-K,20201231.0,2020.0,20210330,1447380,,,,3
3811,3811,3811,579,579,579,204,"MODEL N, INC.",18.099695502111768,0.02049134858622314,0001118417-20-000129,1118417,10-K,20200930.0,2020.0,20201123,1118417,MODN US Equity,1118417.0,MODN,3
3812,3812,3812,1960,1960,1960,1959,"MODERNA, INC.",10.443857055760798,0.2352437386025249,0001682852-21-000006,1682852,10-K,20201231.0,2020.0,20210226,1682852,MRNA US Equity,1682852.0,MRNA,3
3813,3813,3813,5923,5923,5923,832,MODINE MANUFACTURING CO,17.640456816873986,0.02408961814997793,0001140361-21-018956,67347,10-K,20210331.0,2020.0,20210527,67347,MOD US Equity,67347.0,MOD,3
3814,3814,3814,1056,1056,1056,4534,MODIV INC.,6.08273314746719,0.6379649217870604,0001645873-21-000080,1645873,10-K,20201231.0,2020.0,20210331,1645873,,,,3
3815,3815,3815,1002,1002,1002,1733,MODIVCARE INC,5.709917168331339,0.6796883482931704,0001220754-21-000008,1220754,10-K,20201231.0,2020.0,20210301,1220754,MODV US Equity,1220754.0,MODV,3
3816,3816,3816,5666,5666,5666,982,"MODULAR MEDICAL, INC.",12.591782106782107,0.12668836087017296,0001019056-21-000387,1074871,10-K,20210331.0,2020.0,20210629,1074871,,,,3
3817,3817,3817,4168,4168,4168,1204,MOELIS & CO,21.716384041490425,0.0054692663403024715,0001564590-21-008170,1596967,10-K,20201231.0,2020.0,20210224,1596967,MC US Equity,1596967.0,MC,3
3818,3818,3818,5881,5881,5881,1005,MOGU INC.,16.89946149132799,0.031173172535949062,0001193125-21-203982,1743971,20-F,20210331.0,2020.0,20210630,1743971,MOGU US Equity,1743971.0,MOGU,3
3819,3819,3819,1853,1853,1853,3330,"MOHAWK GROUP HOLDINGS, INC.",9.916387107663935,0.27094358359350124,0001564590-21-013336,1757715,10-K,20201231.0,2020.0,20210316,1757715,ATER US Equity,1757715.0,ATER,3
3820,3820,3820,5008,5008,5008,836,MOHAWK INDUSTRIES INC,33.1729007085697,5.7323127323576487e-05,0000851968-21-000019,851968,10-K,20201231.0,2020.0,20210224,851968,MHK US Equity,851968.0,MHK,3
3821,3821,3821,431,431,431,391,MOHEGAN TRIBAL GAMING AUTHORITY,10.012437330995182,0.264154062470788,0001005276-20-000012,1005276,10-K,20200930.0,2020.0,20201229,1005276,,,,3
3822,3822,3822,3009,3009,3009,921,"MOJO ORGANICS, INC.",14.828430747995965,0.06256863499996984,0001493152-21-004506,1414953,10-K,20201231.0,2020.0,20210222,1414953,,,,3
3823,3823,3823,5917,5917,5917,756,MOLECULAR DATA INC.,17.541087006398055,0.024942851840888968,0001104659-21-068100,1758736,20-F,20201231.0,2020.0,20210517,1758736,,,,3
3824,3824,3824,3081,3081,3081,3253,"MOLECULAR TEMPLATES, INC.",15.139172842855684,0.056495158468400135,0001564590-21-014250,1183765,10-K,20201231.0,2020.0,20210319,1183765,MTEM US Equity,1183765.0,MTEM,3
